afraid	cowardly
african	continent
afrikaans	African nation
afrikaner	African nation
afro-asian	continent
aft	back
agential	representative
aggressive	offensive
aggressive	hostile
aggressive	assertive
agitated	unsteady
agitated	unquiet
agitated	tense
agitated	impatient
agitated	excited
agitated	discomposed
agnostic	disbelief
agnostic	religious person
agonadal	ductless gland
agonal	hurt
agonistic	festivity
agranulocytic	blood disorder
agraphic	brain disease
agreeable	good-natured
agricultural	cultivation
agrobiologic	scientific discipline
agrobiological	scientific discipline
agrologic	scientific discipline
agrological	scientific discipline
agronomic	scientific discipline
agronomical	scientific discipline
agrypnotic	watch
air-breathing	activity
alabaster	gypsum
alabastrine	gypsum
alar	angle
alaskan	American
alaskan	American state
albanian	Balkan state
albigensian	religious order
albigensian	unorthodoxy
albinal	congenital abnormality
albinic	congenital abnormality
albinistic	congenital abnormality
albinotic	congenital abnormality
albitic	oligoclase
albuminous	simple protein
albuminuric	symptom
alchemic	pseudoscience
alchemical	pseudoscience
alchemistic	intellect
alchemistical	intellect
aldehydic	organic compound
aldermanic	representative
aldermanly	representative
alert	wary
alert	lively
alert	awake
aleuronic	protein
alexandrian	vanquisher
alexic	aphasia
algal	protoctist
algebraic	pure mathematics
algebraical	pure mathematics
algerian	African nation
algoid	protoctist
algolagnic	sexual pleasure
algometric	mensuration
algometrical	mensuration
algonkian	Red Indian
algonquian	Red Indian
algonquin	Red Indian
alimentative	supplying
alive	animate
alkahestic	resolvent
alkaloidal	organic compound
alkalotic	pathology
alkylic	chemical group
allantoic	fetal membrane
allelic	factor
allelomorphic	factor
allergenic	matter
allergic	hypersensitivity reaction
alliaceous	liliid monocot genus
allied	alinement
allogamous	cross-fertilisation
allographic	graphic symbol
allomerous	fluctuation
allometric	branch of knowledge
allomorphic	morpheme
allopathic	medical aid
allophonic	phoneme
allotropic	chemical phenomenon
allotropical	chemical phenomenon
allowable	tolerable
alluvial	deposit
allylic	chemical group
alopecic	phalacrosis
alphabetic	script
alphabetical	script
alphameric	character set
alphamerical	character set
alphanumeric	character set
alphanumerical	character set
alpine	mount
alpine	chain of mountains
alsatian	French region
altaic	Ural-Altaic
altitudinal	elevation
altruistic	unselfish
alular	plumage
aluminous	metal
alveolar	sac
alveolar	appendage
alvine	viscus
amalgamative	integration
amaranthine	herbaceous plant
amaurotic	visual disorder
amaze	puzzle out
amaze	puzzle over
ambassadorial	diplomatist
ambiguous	ambiguous
ambiguous	unclear
ambiguous	equivocal
ambitionless	nonenterprising
ambitionless	unenterprising
ambitious	enterprising
amblyopic	visual disorder
ambrosian	Doctor
ambulacral	body part
ambulatory	walking
ameban	rhizopodan
amebic	rhizopodan
ameboid	rhizopodan
amebous	rhizopodan
amenorrheal	symptom
amenorrheic	symptom
amenorrhoeal	symptom
amenorrhoeic	symptom
american	North American nation
american	terra firma
amerind	Native American
amerindic	Native American
amethystine	transparent gem
amharic	Semitic
amicable	peaceful
amicable	loveable
amicable	lovable
amicable	friendly
aminic	paraffin
amino	paraffin
amitotic	cellular division
ammino	chemical compound
ammoniac	binary compound
ammoniacal	binary compound
ammoniated	ammonia
ammonitic	fossil
amnesic	state of mind
amnestic	state of mind
amnic	sac
amnionic	sac
amniotic	sac
amoeban	rhizopodan
amoebic	rhizopodan
amoeboid	rhizopodan
amoebous	rhizopodan
amoristic	lover
amphibian	class
amphibious	class
amphitheatric	sports stadium
amphitheatrical	sports stadium
amphoric	diagnostic technique
ample	sufficient
ample	abundant
ampullar	body part
ampullary	body part
amygdaline	stone fruit
amylolytic	chemical action
anabiotic	suspended animation
anabolic	absorption
anaclitic	relationship
anacoluthic	rhetorical device
anaemic	blood disorder
anaglyphic	glyptography
anaglyphic	stereoscopic photograph
anaglyphical	glyptography
anaglyphical	stereoscopic photograph
anaglyptic	glyptography
anaglyptic	stereoscopic photograph
anaglyptical	glyptography
anaglyptical	stereoscopic photograph
anagogic	version
anagogical	version
anagrammatic	word
anagrammatical	word
anal	porta
analphabetic	script
analytic	infinitesimal calculus
analytic	logical
analytic	deductive
analytic	a priori
analytical	logical
analytical	deductive
analytical	a priori
anamnestic	retentivity
anamorphic	phylogenesis
anamorphic	copy
anaphasic	phase of cell division
anaphoric	repetition
anaphylactic	hypersensitivity reaction
anaplastic	dysplasia
anarchistic	political theory
anasarcous	dropsy
anastigmatic	lens system
anastigmatic	status
anastomotic	colligation
anatomic	physical structure
anatomic	morphology
anatomical	physical structure
anatomical	morphology
ancestral	relation
andalusian	geographic region
andean	chain of mountains
andorran	European nation
androgenetic	virgin birth
androgenic	sex hormone
androgenous	virgin birth
androgynous	bisexual person
anecdotal	account
anemic	blood disorder
anemographic	mensuration
anemometric	mensuration
anemometrical	mensuration
anencephalic	congenital abnormality
anencephalous	congenital abnormality
aneroid	barometer
anestric	physiological condition
anestrous	physiological condition
aneuploid	abnormal condition
aneurismal	cardiovascular disease
aneurismatic	cardiovascular disease
aneurysmal	cardiovascular disease
aneurysmatic	cardiovascular disease
angelic	supernatural being
angelical	supernatural being
anginal	cardiopathy
anginose	cardiopathy
anginous	cardiopathy
angiocarpic	flowering plant
angiocarpous	flowering plant
angiomatous	angiopathy
angiospermous	seed plant
angle	lean on
angle	lean against
angle	tip over
anglican	Protestant denomination
anglo-catholic	Protestant denomination
anglo-indian	Asian nation
anglo-jewish	soul
anglo-saxon	English person
anglophilic	esteem
anglophobic	dislike
angolan	African nation
anguillan	island
anguine	diapsid reptile
angular	space
angular	square
angular	pointed
angulate	square
angulate	pointed
anicteric	symptom
animalistic	ism
animatistic	ascription
animist	ism
animistic	ism
anionic	ion
aniseikonic	visual disorder
anisogametic	gamete
anisogamic	amphimixis
anisogamous	amphimixis
anisometropic	eye condition
anisotropic	property
ankylotic	pathology
annalistic	story
annelid	phylum
annelidan	phylum
annexal	body part
annexational	acquisition
annual	period
annunciatory	statement
anodal	electrode
anodic	electrode
anoestrous	physiological condition
anoperineal	region
anoperineal	porta
anopheline	arthropod genus
anorectal	body part
anorectal	porta
anorthitic	oligoclase
anosmatic	dysomia
anosmic	dysomia
anoxemic	pathology
anoxic	hypoxia
anserine	bird family
antarctic	continent
antecedent	preceding
antecubital	ginglymoid joint
antennal	tentacle
antennary	tentacle
antenuptial	observance
anterior	front
antheridial	reproductive structure
anthracitic	coal
anthropic	hominid
anthropical	hominid
anthropocentric	partisanship
anthropogenetic	phylogenesis
anthropogenic	phylogenesis
anthropological	social science
anthropometric	mensuration
anthropometrical	mensuration
anthropophagous	barbarian
anti-american	North American nation
anti-semitic	racism
antiadrenergic	pressor
antiapartheid	social policy
antibiotic	bactericide
anticancer	metastatic tumor
anticancer	growth
anticlimactic	ending
anticlimactical	ending
anticlockwise	sinistral
anticoagulative	medicinal drug
anticyclonic	atmospheric state
antidotal	therapeutic
antiferromagnetic	magnetic force
antifungal	agent
antigenic	matter
antiguan	island
antimonic	metal
antimonious	metal
antineoplastic	metastatic tumor
antineoplastic	growth
antinomian	theological doctrine
antiphonal	phrase
antiphonal	church music
antiphonary	church music
antipodal	region
antipodean	region
antipollution	impureness
antiquarian	expert
antiquarian	antiquity
antisatellite	equipment
antisemitic	racism
antiseptic	healthful
antiseptic	germfree
antiseptic	clean
antistrophic	stanza
antitumor	metastatic tumor
antitumor	growth
antitumour	metastatic tumor
antitumour	growth
antitypic	internal representation
antitypical	internal representation
antiviral	medicinal drug
anuran	animal order
anuretic	sickness
anuric	sickness
anxiolytic	mental state
aoristic	tense
aortal	arterial blood vessel
aortic	arterial blood vessel
aphaeretic	deletion
aphakic	visual disorder
aphanitic	stone
aphasic	brain disease
apheretic	deletion
aphetic	deletion
aphoristic	locution
apian	hymenopter
apiarian	sodbuster
apicultural	cultivation
aplitic	igneous rock
apneic	symptom
apnoeic	symptom
apocalyptic	cataclysm
apocryphal	religious text
apocynaceous	magnoliopsid family
apogametic	apomixis
apogamic	apomixis
apogamous	apomixis
apogean	point of apoapsis
apomictic	plant life
apomictical	plant life
aponeurotic	facia
apopemptic	leaving
apophatic	religious belief
apophyseal	enation
apophyseal	appendage
apoplectic	attack
apoplectiform	attack
apoplectoid	attack
aposiopetic	rhetorical device
apostolic	adherent
apostolic	Catholic
apostolical	Catholic
apostolical	adherent
apostrophic	rhetorical device
apothecial	ascocarp
apothegmatic	axiom
apothegmatical	axiom
appalachian	geographic region
appellant	proceedings
appellate	proceedings
appellative	substantive
appendicular	external body part
appetising	tasty
appetising	toothsome
appetising	palatable
appetitive	craving
appetizing	tasty
appetizing	toothsome
appetizing	palatable
appointive	conclusion
appositional	limiting
appositive	limiting
appropriate	proper
appropriate	apropos
appropriative	getting
approximate	underestimate
approximate	overestimate
apropos	appropriate
apsidal	niche
aptitudinal	power
aquacultural	husbandry
aquatic	liquid
aqueous	liquid
aquicultural	husbandry
aquiferous	formation
arabian	peninsula
arabian	mount
arabic	Semite
araceous	liliopsid family
arachnidian	class
arachnoid	class
aramaean	Syrian Arab Republic
aramaic	Semitic
aramean	Syrian Arab Republic
araneidal	animal order
araneidan	animal order
arawakan	Indian
arawakan	Native American
arbitral	mediation
arbitrational	mediation
arbitrative	mediation
arborary	ligneous plant
arboreal	ligneous plant
arborical	ligneous plant
arborous	ligneous plant
archaeologic	anthropology
archaeological	anthropology
archaistic	expression
archangelic	angel
archangelical	angel
archdiocesan	episcopate
archducal	prince
arched	construction
archegonial	plant organ
archegoniate	plant organ
archeologic	anthropology
archeological	anthropology
archepiscopal	bishop
archesporial	cell
archidiaconal	man of the cloth
archiepiscopal	bishop
archipelagic	terra firma
architectonic	scientific discipline
architectural	beaux arts
archival	repository
archosaurian	class
arctic	polar region
areal	region
arenicolous	dirt
areolar	interstice
areolate	interstice
argentic	conductor
argentine	South American nation
argentinian	South American nation
argentous	conductor
argive	urban center
arise	rise up
aristotelean	philosopher
aristotelian	philosopher
aristotelic	philosopher
arithmetic	pure mathematics
arithmetical	pure mathematics
armenian	Asian nation
armillary	jewellery
arminian	Protestantism
armorial	heraldry
aroid	liliopsid family
aromatic	hydrocarbon
arsenical	drug
arsenious	element
artefactual	unit
arterial	blood vessel
arteriolar	arterial blood vessel
arteriosclerotic	induration
arteriovenous	blood vessel
artful	insincere
artful	adroit
arthralgic	hurting
arthromeric	external body part
arthropodal	phylum
arthropodan	phylum
arthropodous	phylum
arthrosporic	cell
arthrosporous	cell
arthurian	character
articular	body part
articulary	body part
articulate	spoken
articulate	communicatory
articulate	communicative
articulative	pronunciation
articulatory	pronunciation
artifactual	unit
artificial	unreal
artificial	imitative
artificial	counterfeit
artiodactyl	animal order
artiodactylous	animal order
artistic	creator
artless	sincere
artless	naif
artless	naive
artless	natural
arundinaceous	liliopsid genus
aryan	primitive person
asat	equipment
ascending	up
ascensional	move
ascetic	religious person
ascetical	religious person
ascitic	pathology
asclepiadaceous	magnoliopsid family
ascocarpous	fruiting body
ascomycetous	fungus
ascosporic	spore
ascosporous	spore
ashamed	repentant
ashamed	penitent
asian	continent
asiatic	continent
ask	ask out
ask	ask round
ask	ask over
ask	ask in
asleep	unconscious
asleep	incognizant
asleep	unaware
aspectual	grammatical relation
asphyxiated	physiological condition
assamese	province
assay	try out
assertive	imperative
assertive	aggressive
associational	scientific theory
associational	remembering
asteriated	star
asterismal	natural object
asteroidal	planetoid
astragalar	os
astral	heavenly body
astrocytic	glial cell
astrological	pseudoscience
astronautic	traveller
astronautic	natural philosophy
astronautical	traveller
astronautical	natural philosophy
astronomic	natural philosophy
astronomical	natural philosophy
astrophysical	uranology
asymmetric	irregular
asymmetrical	irregular
asymptotic	straight line
asynergic	pathology
atactic	neurological disease
ataxic	neurological disease
ateleiotic	infantilism
atheist	religious orientation
atheistic	religious orientation
atheistical	religious orientation
athenian	national capital
atheromatic	fatty tissue
atheromatous	fatty tissue
atherosclerotic	coronary-artery disease
athletic	recreation
atlantic	ocean
atmospheric	part
atmospherical	part
atomic	matter
atonalistic	musical notation
atonic	status
atoxic	harmless
atrial	chamber
atrioventricular	chamber
atrioventricular	pocket
atrophic	symptom
attach	attach to
attached	loving
attempt	try out
attentional	basic cognitive process
attentive	concerned
attic	dominion
attire	dress
attitudinal	noesis
attractive	seductive
attractive	pleasing
attractive	inviting
attractive	beautiful
attritional	drop-off
atypical	uncharacteristic of
atypical	uncharacteristic
atypical	abnormal
auctorial	communicator
audenesque	poet
audible	perceptible
audible	loud
audile	exteroception
audio-lingual	communication
audiometric	mensuration
audiovisual	teaching aid
auditive	exteroception
auditory	exteroception
augitic	mineral
augustan	Emperor of Rome
aural	receptor
aural	quality
auric	noble metal
auricular	receptor
auricular	cartilaginous structure
auricular	pocket
auriculoventricular	chamber
auriculoventricular	pocket
auroral	atmospheric phenomenon
auroral	time of day
aurorean	time of day
aurous	noble metal
auscultatory	diagnostic technique
auspicious	propitious
austenitic	primary solid solution
austral	cardinal compass point
australasian	archipelago
australian	continent
australopithecine	mammal genus
austrian	European nation
austronesian	archipelago
autacoidal	secretion
autarchic	form of government
autarchical	form of government
autarkical	form of government
authorial	communicator
authorised	official
authorised	legitimate
authorised	lawful
authorized	official
authorized	legitimate
authorized	lawful
autobiographic	biographer
autobiographic	life history
autobiographical	biographer
autobiographical	life history
autocatalytic	contact action
autodidactic	soul
autogenetic	organic phenomenon
autographic	piece of writing
autoimmune	response
autolytic	lysis
automatic	mechanical
automotive	automotive vehicle
autophytic	plant life
autoplastic	anaplasty
autoradiographic	skiagraphy
autosomal	chromosome
autotelic	belief
autotomic	remotion
autotrophic	plant life
autotypic	photography
auxetic	ontogenesis
auxinic	growth regulator
avellan	hazelnut tree
avellane	hazelnut tree
aversive	dislike
avestan	religious text
avian	craniate
avifaunal	zoology
avifaunistic	zoology
avionic	astronautics
avitaminotic	malnutrition
avocational	pursuit
avuncular	kinsman
awake	conscious
awake	cognisant
awake	cognizant
awake	aware
awake	alert
award-winning	triumph
aware	sensitive
aware	sensible
aware	conscious
aware	awake
awful	unpleasant
awkward	ugly
awkward	maladroit
axial	mechanism
axial	stem
axile	stem
axillary	angle
axillary	cavum
axiological	philosophy
axiomatic	locution
axiomatic	proposition
axiomatical	proposition
axonal	nerve fibre
azerbaijani	Asian nation
azido	chemical group
azimuthal	angle
azo	chemical group
azotemic	pathology
azotic	atomic number 7
azotic	gas
baboonish	catarrhine
babylonian	urban center
baccate	berry
bacchantic	lover
bacillar	true bacteria
bacillary	true bacteria
back	posterior
back	aft
back	back out
back	back down
back	back off
back	back up
back-channel	line
backward	retrospective
backward	regressive
backward	timid
bacteremic	pathology
bacterial	micro-organism
bacterioid	micro-organism
bacterioidal	micro-organism
bacteriologic	medical specialty
bacteriological	medical specialty
bacteriolytic	lysis
bacteriophagic	virus
bacteriophagous	virus
bacteriostatic	biological process
bacteroid	micro-organism
bacteroidal	micro-organism
bad	worst
bad	worse
bad	unfavourable
bad	unfavorable
bad	evil
bad	disobedient
bad	repentant
bad	penitent
baffle	puzzle out
baffle	puzzle over
baffle	double cross
bahai	religious belief
bahamian	land
bahraini	island
balkan	chain of mountains
balkan	peninsula
balkan	European
balkan	European nation
balletic	music
ballistic	flight
balsamic	oleoresin
balsamy	oleoresin
baltic	geographic region
baltic	sea
balzacian	novelist
bangladeshi	Asian nation
bantoid	Niger-Congo
bantu	African
bantu-speaking	Niger-Congo
baptismal	sacrament
baptist	Protestant denomination
baptistic	Protestant denomination
barbadian	island
bardic	poet
barge	barge in
baric	metal
barographic	barometer
barometric	measuring device
barometrical	measuring device
barytic	atomic number 56
basaltic	volcanic rock
basidial	reproductive structure
basidiomycetous	fungus
basidiosporous	spore
basilar	bottom
basilary	bottom
basilican	Roman building
basinal	depression
basophilic	stainability
batholithic	igneous rock
batholitic	igneous rock
bathyal	Davy Jones
bathymetric	mensuration
bathymetrical	mensuration
batrachian	animal order
bauxitic	mineral
bavarian	province
bayesian	theorem
bear	bear out
beat	puzzle out
beat	puzzle over
beautiful	pleasing
beautiful	graceful
beautiful	attractive
become	get ahead
become	get over
become	get along
become	get on
beethovenian	composer
beg	beg off
behave	act up
behavioral	activity
behaviorist	psychonomics
behavioristic	psychonomics
behavioural	activity
behaviourist	psychonomics
behaviouristic	psychonomics
belarusian	European nation
belemnitic	fossil
belgian	European nation
believable	thinkable
believable	plausible
belt along	speed up
bend	stoop to
benedictine	saint
benedictine	religious
benedictive	orison
benedictory	orison
beneficent	kind
beneficiary	church property
benevolent	benignity
bengali	geographic region
benign	kind
benign	harmless
benignant	kind
benignant	harmless
beninese	African nation
benthal	biogeographical region
benthic	biogeographical region
benthonic	biogeographical region
bentonitic	clay
benzenoid	aromatic hydrocarbon
benzoic	gum resin
benzoic	carboxylic acid
benzylic	chemical group
bermudan	island
berrylike	berry
best	top
best	superior
best	uncomparable
best	incomparable
best	good
bet	bet on
betulaceous	hamamelid dicot family
bewilder	puzzle out
bewilder	puzzle over
bhutanese	Asian nation
biannual	period
biaxal	line
biaxate	line
biaxial	line
biblical	religious text
bibliographic	listing
bibliographical	listing
bibliolatrous	cultism
bibliomaniacal	acquisitiveness
bibliophilic	student
bibliopolic	monger
bibliothecal	professional person
bibliothecal	library
bibliothecarial	professional person
bibliothecarial	library
bibliotic	branch of knowledge
bicapsular	seed vessel
bicentenary	day of remembrance
bicentennial	day of remembrance
bichromated	salt
bicipital	striated muscle
bicylindrical	round shape
biedermeier	furnishing
biennial	period
bignoniaceous	asterid dicot family
biliary	digestive fluid
biliary	vesica
bilious	digestive fluid
bilk	double cross
billiard	table game
bimestrial	unit of time
bimestrial	period
bimetallic	monetary standard
bimetallistic	monetary standard
bimillenial	period
bimolecular	building block
bimonthly	unit of time
bimonthly	period
binary	positional representation system
bind	tie up
bind	tie down
binocular	receptor
binomial	quantity
binomial	linguistic unit
biocatalytic	accelerator
biochemical	organic chemistry
bioclimatic	climatology
biogenetic	propagation
biogenic	life
biogenous	propagation
biogeographic	biological science
biogeographical	biological science
biographic	story
biographical	story
biologic	life
biological	life
biologistic	pattern
biomedical	medical specialty
bionic	technology
bionomic	biological science
bionomical	biological science
biosynthetic	synthesis
biosystematic	systematics
biotic	organic phenomenon
biotitic	isinglass
biotypic	genotype
bipolar	emotional disturbance
biquadratic	number
birefringent	refraction
bisectional	division
bismarckian	national leader
bismuthal	metal
bismuthic	metal
bisontine	bovid
bistered	pigment
bistred	pigment
bistroic	eating place
bite	bite off
bitumenoid	hydrocarbon
bituminoid	hydrocarbon
bituminous	hydrocarbon
bivalent	powerfulness
bivariate	quantity
biweekly	period
biyearly	period
bizonal	part
black	dark
black-and-white	visual property
bladderlike	bag
bladdery	bag
bladed	weapon system
bladed	foliage
blastemal	cell
blastematic	cell
blastemic	cell
blastocoelic	cavum
blastodermatic	layer
blastodermic	layer
blastogenetic	agamogenesis
blastomeric	cell
blastomycotic	mycosis
blastoporal	porta
blastoporic	porta
blastospheric	blastodermic vesicle
blastospheric	fertilized egg
blastular	blastodermic vesicle
blastular	fertilized egg
blaze	blaze up
blemished	imperfect
blemished	damaged
blend	mix up
bloody	unmerciful
bloody	merciless
blue-collar	unskilled
blur	slur over
bodied	material
bodied	corporeal
bodily	natural object
boeotian	dominion
bogartian	role player
bohemian	geographic region
bold	fearless
bold	unafraid
bold	forward
bold	courageous
bold	brave
bold	adventuresome
bold	adventurous
bolivian	South American nation
bolographic	recording
bolometric	measuring device
bolshevik	communism
bolshevist	communism
bolshevistic	communism
bolt	gobble up
bony	animal material
boolean	mathematician
boot	boot out
boracic	element
borated	mineral
border	border on
bordered	finite
boreal	current of air
boreal	cardinal compass point
boric	element
boronic	element
boskopoid	Homo sapiens
bosnian	European nation
botanic	biological science
botanical	biological science
botryoid	vine
botryoidal	vine
botswanan	African nation
bottom-dwelling	fish
bottom-feeding	fish
botulinal	true bacteria
bound	unfree
bound	jump on
bound	leap out
bound	border on
boustrophedonic	writing system
bovid	mammal genus
bovine	mammal genus
bow	bow down
bow	stoop to
boytrose	vine
brachial	limb
brachiopod	phylum
brachiopodous	phylum
brachyurous	animal order
bracteal	husk
bracteate	husk
bracted	husk
bracteolate	bract
brahminic	patrician
brahminical	patrician
branch	branch out
branchial	respiratory organ
branchiopod	class
branchiopodan	class
branchiopodous	class
brasslike	wind
brassy	wind
brave	fearless
brave	unafraid
brave	resolute
brave	bold
brave	adventuresome
brave	adventurous
brazen	copper-base alloy
brazilian	South American nation
break	break up
break	break down
break	break off
break	break apart
break	bust up
break	bump off
break	break away
break	wear away
break	wear off
break	break through
break	break out
break off	chip at
breathe	breathe in
breathe	breathe out
breathless	unventilated
breech-loading	gun
breeze	breeze through
bregmatic	craniometric point
bridal	marriage ceremony
bridal	observance
bridal	participant
bridge	bridge over
bridge over	bridge over
brimless	projection
bring	bring out
bring	bring on
bring	bring up
bring	bring down
bring	bring forward
bring	bring together
bring	bring off
bring up	lift up
brisant	upshot
britannic	country
british	island
briton	Kelt
broad	thick
broad	comprehensive
broadband	system
broadband	band
brobdingnagian	fictitious place
broken	unsound
broken	injured
broken	imperfect
broken	damaged
broken	noncontinuous
broken	discontinuous
bromic	halogen
bromidic	truism
bronchial	cartilaginous tube
bronchiolar	channel
bronchoscopic	medical instrument
brood	dwell on
bruneian	sultanate
bryophytic	nonvascular organism
bubaline	bison
bubble	bubble over
bubonic	symptom
buccal	lineament
buck	shoot up
bucket along	speed up
bucolic	drover
buddhist	religious belief
buddhistic	religious belief
budgetary	monetary fund
bulbaceous	stem
bulbar	neural structure
bulbed	stem
bulgarian	Balkan state
bulging	protrusive
bulimic	hungriness
bump	bump into
bump	knock about
bump	knock against
bump	bump off
bundle	bundle off
bungaloid	house
bunt	butt against
bureaucratic	officialdom
bureaucratic	functionary
burglarious	felony
burlesque	show
burmese	Asian nation
burrlike	seed vessel
bursal	sac
burundi	African nation
burundian	African nation
bust	break down
bust	break up
bust	break off
bust	break apart
bust	bust up
bust	tear down
bust	tear apart
bust	tear up
bust	break away
bust	wear away
bust	wear off
busy	employed
busy	diligent
buteonine	bird genus
butt	butt against
butyraceous	animal fat
butyric	saturated fatty acid
buy	buy out
buy	buy up
buy	buy in
buy the farm	die down
buy the farm	die off
buy the farm	die out
byzantine	Catholic Church
byzantine	geographic region
cachectic	valetudinarianism
cacodaemonic	evil spirit
cacodemonic	evil spirit
cacodylic	chemical group
cacogenic	bioscience
cacophonic	noisy
cacophonous	noisy
cadastral	registry
cadaveric	dead body
cadaverous	dead body
caducean	insignia
caecal	cavum
caecilian	amphibian family
caesarean	obstetrical delivery
caesarean	national leader
caesarian	obstetrical delivery
caesarian	national leader
caesural	inflection
caffeinic	alkaloid
cairned	mark
calcaneal	os
calcareous	carbonate
calceiform	shoe
calceolate	shoe
calcic	metal
calciferous	metal
calcific	hardening
calcitic	spar
calculable	determinable
calculate	reckon
calculate	figure out
calculous	stone
calcuttan	urban center
calendric	system
calendrical	system
calico	textile
calicular	body structure
californian	American state
calisthenic	pattern
call	call up
call	call forth
call	cry out
call	call out
call back	think back
call up	think back
calligraphic	script
calligraphical	script
callithumpian	parade
calm	peaceful
caloric	energy
caloric	energy unit
calorimetric	mensuration
calvinist	Protestantism
calvinistic	Protestantism
calvinistical	Protestantism
calyceal	scroll
calycinal	scroll
calycine	scroll
calycled	body structure
calycular	body structure
calyculate	body structure
calyptrate	squama
calyptrate	plant structure
cambial	vascular tissue
cambodian	Asian nation
cambrian	princedom
cameroonian	African nation
campanular	curved shape
campanulate	curved shape
campanulated	curved shape
camphoraceous	natural resin
camphoric	natural resin
canadian	North American nation
canalicular	channel
cancroid	skin cancer
canicular	period
canicular	double star
canine	tooth
canine	mammal family
cannibalistic	pattern
cannibalistic	barbarian
cannonball along	speed up
canonic	prescript
canonic	jurisprudence
canonical	prescript
canonical	jurisprudence
canonist	prescript
cantonal	port
capable	competent
capacitive	electrical phenomenon
capetian	dynasty
capillary	body covering
capitalist	laissez-faire economy
capitalistic	laissez-faire economy
capitular	assembly
capitulary	assembly
cappadocian	geographic region
caprine	bovid
capsular	body structure
capsular	seed vessel
carangid	fish family
carbocyclic	element
carbolated	resolvent
